Identifier,State,Year,Prohibited_Citation,NonresidentCont,OutOfStateCorpCont,OutOfStateCommCont,InNameOfAnother,GamblingCont,GamblingContExplain,RegIndCont,RegIndContExplain,GovtEmpSolicit,ContLegisSession,LegisSessionComments,CandLoan,CandLoanExplain,CorpExpendProhibit,LaborExpendProhib,OtherRestrictionsExplain,ExpForPrimaryCand
"CA2010","CA",2010,"CGC § 85320; Stats 1997 ch 67 § 1","No","No","No","No","No",,"Yes","Agency officials responsible for permit or other proceedings cannot accept contributions from persons involved with those proceedings while they are ongoing or up to three months after.","No","No",,"No",,"No","No",,"No"
"CA2012","CA",2012,"CGC § 85320; Stats 1997 ch 67 § 1","No","No","No","No","No",,"Yes","Agency officials responsible for permit or other proceedings cannot accept contributions from persons involved with those proceedings while they are ongoing or up to three months after.","No","No",,"No",,"No","No",,"No"
"CA2014","CA",2014,"CGC § 85320; Stats 1997 ch 67 § 1","No","No","No","No","No",,"Yes","Agency officials responsible for permit or other proceedings cannot accept contributions from persons involved with those proceedings while they are ongoing or up to three months after.","No","No",,"No",,"No","No",,"No"
"CA2016","CA",2016,"CGC § 85320; Stats 1997 ch 67 § 1","No","No","No","No","No",,"Yes","Agency officials responsible for permit or other proceedings cannot accept contributions from persons involved with those proceedings while they are ongoing or up to three months after.","No","No",,"No",,"No","No",,"No"
"CA2018","CA",2018,"CGC § 85320","No","No","No","No","No",,"No",,"No","No",,"No",,"No","No",,"No"
"CO1996","CO",1996,"Colo. Rev. Stat. §§ 1-45-116(1)(a)(I), 1-45-128 (1996)","No","No","No","Yes","No",,"No",,"No","Yes","A lobbyist or lobbyist principal may not make a contribution or a contribution in kind, or solicit or promise to solicit a contribution or contribution in kind for a member of the general assembly or a candidate for that body when the general assembly is in session, or the governor or a candidate for governor when the general assembly is in regular session, or when any measure adopted by the general assembly in regular session is pending before the governor for approval or disapproval.","No",,"No","No","No agency, department, board, division, bureau, commission, or council of the state or any political subdivision thereof shall make a contribution or contribution in kind.
No earmarked contributions to political parties.
No contributions from lobbyists.","No"
"CO1998","CO",1998,"Colo. Rev. Stat. §§ 1-45-104, 1-45-117 (1998)","No","No","No","Yes","No",,"No",,"No","Yes","§ 1-45-104.(13)(a) - lobbyists prohibited from contributing to gubernatorial candidates during legislative session.","No",,"No","No","No earmarked contributions.
No contributions from any agency, department, board, division, bureau, commission, or council of the state.","No"
"CO2000","CO",2000,"Colo. Rev. Stat. § 1-45-105.3","No","No","No","Yes","No",,"No",,"No","Yes","§ 1-45-104.(13)(a) - lobbyists prohibited from contributing to gubernatorial candidates during legislative session.","No",,"No","No","Political parties and political committees may not accept contributions from foreign persons or corporations. No earmarked contributions.","No"
"CO2002","CO",2002,"Colo. Rev. Stat. § 1-45-105.3 (2002)","No","No","No","Yes","No",,"No",,"No","Yes","§ 1-45-104.(13)(a) - lobbyists prohibited from contributing to gubernatorial candidates during legislative session.","No",,"No","No","Political parties and political committees may not accept contributions from foreign persons or corporations. No earmarked contributions.","No"
"CO2004","CO",2004,"Colo. Rev. Stat. §§ 1-45-103.7, 1-45-117 (2004); Colo. Const. Art. 28 § 3 (2004)","No","No","No","Yes","No",,"No",,"No","Yes","§ 1-45-104.(13)(a) - lobbyists prohibited from contributing to gubernatorial candidates during legislative session.","No",,"No","No",,"No"
"CO2006","CO",2006,"Colo. Rev. Stat. §§ 1-45-103.7, 1-45-117 (2006); Colo. Const. Art. 28 § 3 (2006)","No","No","No","Yes","No",,"No",,"No","Yes","§ 1-45-104.(13)(a) - lobbyists prohibited from contributing to gubernatorial candidates during legislative session.","No",,"No","No",,"No"
"CO2008","CO",2008,"Colo. Rev. Stat. § 1-45-103.7 (2008); Colo. Const. Art. 28 § 3 (2008)","No","No","No","Yes","No",,"No",,"No","Yes","§ 1-45-104.(13)(a) - lobbyists prohibited from contributing to gubernatorial candidates during legislative session.","No",,"No","No","No contributions from foreign corporations or governments.","No"
"CO2010","CO",2010,"Colo. Rev. Stat. § 1-45-103.7 (2010); Colo. Const. Art. 28 § 3 (2010)","No","No","No","Yes","No",,"No",,"No","Yes","§ 1-45-105.5(1)(a) - lobbyists prohibited from contributing to gubernatorial candidates during legislative session.","No",,"No","No","No contributions from foreign corporations or governments.","No"
"CO2012","CO",2012,"Colo. Rev. Stat. § 1-45-103.7 (2012); Colo. Const. Art. 28 § 3 (2012)","No","No","No","Yes","No",,"No",,"No","Yes","§ 1-45-105.5(1)(a) - lobbyists prohibited from contributing to gubernatorial candidates during legislative session.","No",,"No","No","No contributions from foreign corporations or governments.","No"
"CO2014","CO",2014,"Colo. Rev. Stat. § 1-45-103.7 (2014); Colo. Const. Art. 28 § 3 (2014)","No","No","No","Yes","No",,"No",,"No","Yes","§ 1-45-105.5(1)(a) - lobbyists prohibited from contributing to gubernatorial candidates during legislative session.","No",,"No","No","No contributions from foreign corporations or governments.","No"
"CO2016","CO",2016,"Colo. Rev. Stat. § 1-45-103.7 (2016); Colo. Const. Art. 28 § 3 (2016)","No","No","No","Yes","No",,"No",,"No","Yes","§ 1-45-105.5(1)(a) - lobbyists prohibited from contributing to gubernatorial candidates during legislative session.","No",,"No","No","No contributions from foreign corporations or governments.","No"
"CO2018","CO",2018,"Colo. Const. Art. XXVIII, Section 2 (4); Colo. Const. Art. XXVIII, Section 2 (7); Colo. Const. Art. XXVIII, Section 2 (11); C.R.S. 1-45-105.5; Colo. Const. Art. XXVIII, Section 3 (12)","No","Yes","No","Yes","No","NA","No","NA","No","Yes","(1) (a) No professional lobbyist, volunteer lobbyist, or principal of a professional lobbyist or volunteer lobbyist shall make or promise to make a contribution to, or solicit or promise to solicit a contribution for:
    (I)  A member of the general assembly or candidate for the general assembly, when the general assembly is in regular session;
    (II)  (A) The governor or a candidate for governor when the general assembly is in regular session or when any measure adopted by the general assembly in a regular session is pending before the governor for approval or disapproval; or
        (B)  The lieutenant governor, the secretary of state, the state treasurer, the attorney general, or a candidate for any of such offices when the general assembly is in regular session.
            (b)  As used in this subsection (1):
                (I)  ""Principal"" means any person that employs, retains, engages, or uses, with or without compensation, a professional or volunteer lobbyist. One does not become a principal, nor may one be considered a principal, merely by belonging to an organization or owning stock in a corporation that employs a lobbyist.
                (II)  The terms ""professional lobbyist"" and ""volunteer lobbyist"" shall have the meanings ascribed to them in section 24-6-301, C.R.S.","No","NA","No","No","(12) No candidate committee, political committee, small donor committee, or political party shall knowingly accept contributions from: 
   (a)  Any natural person who is not a citizen of the United States;
   (b)  A foreign government; or
   (c)  Any foreign corporation that does not have the authority to transact business in this state pursuant to article 115 of title 7, C.R.S., or any successor section.","No"
