Identifier,State,Year,Disclosure_Citation,CandFileReceipts,CandFileExpend,CandFileExemption,CandFileExemption_Amount,CandDonorExemption,CandDonorExplain,CandDonorAddress,CandDonorOccupation,CandDonorEmployer,CandExpendWho,CandExpendAddress,CandExpendPurpose,Cand_PreElection_Regular,CandFile_Electronic,CandFile_Electronic_Exemption,CandFile_Electronic_Exemption_Amount,CandFile_BundlerEarmarked,CandFile_BundlerEarmarked_Explained,Cand_SpecialReport,Cand_SpecialReport_Explained,PartyFileReceipts,PartyFileExpend,PartyFileExemption,PartyFileExemption_Amount,PartyDonorExemption,PartyDonorExplain,PartyDonorAddress,PartyDonorOccupation,PartyDonorEmployer,PartyExpendWho,PartyExpendAddress,PartyExpendPurpose,Party_PreElection_Regular,PartyFile_Electronic,PartyFile_Electronic_Exemption,PartyFile_Electronic_Exemption_Amount,PartyFile_BundlerEarmarked,PartyFile_BundlerEarmarked_Explained,PACFileReceipts,PACFileExpend,PACFileExemption,PACFileExemption_Amount,PACDonorExemption,PACDonorExplain,PACDonorAddress,PACDonorOccupation,PACDonorEmployer,PACExpendWho,PACExpendAddress,PACExpendPurpose,PAC_PreElection_Regular,PAC_PreElection_Available,PACFile_Electronic,PACFile_Electronic_Exemption,PACFile_Electronic_Exemption_Amount,PACFile_BundlerEarmarked,PACFile_BundlerEarmarked_Explained,BallotPropFile_Receipts,BallotPropFile_Expend,BallotProp_PolComm,BallotPropFileExemption,BallotPropFileExemption_Amount,BallotDonorExemption,BallotDonorExplain,BallotDonorAddress,BallotDonorOccupation,BallotDonorEmployer,BallotExpendWho,BallotExpendAddress,BallotExpendPurpose,Ballot_PreElection_Regular,Ballot_PreElection_Available,BallotFile_Electronic,BallotFile_Electronic_Exemption,BallotFile_Electronic_Exemption_A,BallotFile_BundlerEarmarked,BallotFile_BundlerEarmarked_Explained
"CT2002","CT",2002,"CGS §§ 9-333f, 9-333j, 9-333l, 9-333w, 9-333v, 9-348ee, 9-333n; P.A. 95-144, P.A. 94-143, P.A. 94-132, P.A. 96-119, P.A. 87-576, P.A. 97-5, P.A. 02-130","Yes","Yes","Yes","1001","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7","Yes","Yes","250000 for Gubernatorial candidates - voluntary e-filing for all other candidate committees","No",,"No",,"Yes","Yes","Yes","501","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","12","No","No",,"No",,"Yes","Yes","Yes","501","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7",,"No","No",,"No",,"Yes","Yes","No","Yes","1001","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7",,"No","No",,"No",
"CT2004","CT",2004,"CGS §§ 9-333f, 9-333j, 9-333l, 9-333w, 9-333v, 9-348ee, 9-333n; P.A. 95-144, P.A. 94-143, P.A. 94-132, P.A. 96-119, P.A. 87-576, P.A. 97-5, P.A. 02-130, P.A. 03-223","Yes","Yes","Yes","1001","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7","Yes","Yes","250000 for Gubernatorial candidates - voluntary e-filing for all other candidate committees","No",,"No",,"Yes","Yes","Yes","501","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","12","No","No",,"No",,"Yes","Yes","Yes","501","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7",,"No","No",,"No",,"Yes","Yes","No","Yes","1001","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7",,"No","No",,"No",
"CT2006","CT",2006,"CGS §§ 9-333f, 9-333j, 9-333l, 9-333w, 9-333v, 9-348ee, 9-333n; P.A. 95-144, P.A. 94-143, P.A. 94-132, P.A. 96-119, P.A. 87-576, P.A. 97-5, P.A. 02-130, P.A. 03-223, P.A. 05-188, P.A 05-05","Yes","Yes","Yes","1001","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7","Yes","Yes","250000 for Gubernatorial candidates - voluntary e-filing for all other candidate committees","No",,"No",,"Yes","Yes","Yes","501","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","12","No","No",,"No",,"Yes","Yes","Yes","501","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7",,"No","No",,"No",,"Yes","Yes","No","Yes","1001","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7",,"No","No",,"No",
"CT2008","CT",2008,"CGS §§ 9-604, 9-608, 9-610, 9-612, 9-621, 9-620, 9-348ee, 9-712; P.A. 95-144, P.A. 94-143, P.A. 94-132, P.A. 96-119, P.A. 87-576, P.A. 97-5, P.A. 02-130, P.A. 03-223, P.A. 05-188, P.A. 05-05, P.A. 08-2","Yes","Yes","Yes","1001","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7","Yes","Yes","250000 for Gubernatorial candidates - voluntary e-filing for all other candidate committees","No",,"Yes","Once a candidate receives contributions or makes expenditures which in the aggregate exceed 90% of the applicable expenditure limit for candidates participating in the public financing system, they and all other candidates in the election incur increased reporting requirements.","Yes","Yes","Yes","501","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","12","No","No",,"No",,"Yes","Yes","Yes","501","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7",,"No","No",,"No",,"Yes","Yes","No","Yes","1001","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7",,"No","No",,"No",
"CT2010","CT",2010,"CGS §§ 9-604, 9-608, 9-610, 9-612, 9-621, 9-620, 9-348ee, 9-712, 9-612, 9-620; P.A. 95-144, P.A. 94-143, P.A. 94-132, P.A. 96-119, P.A. 87-576, P.A. 97-5, P.A. 02-130, P.A. 03-223, P.A. 05-188, P.A. 05-05, P.A. 08-2, P.A. 10-187","Yes","Yes","Yes","1001","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7","Yes","Yes","250000 for Gubernatorial candidates - voluntary e-filing for all other candidate committees","No",,"Yes","Once a candidate receives contributions or makes expenditures which in the aggregate exceed 90% of the applicable expenditure limit for candidates participating in the public financing system, they and all other candidates in the election incur increased reporting requirements.","Yes","Yes","Yes","501","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","12","No","No",,"No",,"Yes","Yes","Yes","501","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7",,"No","No",,"No",,"Yes","Yes","No","Yes","1001","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7",,"No","No",,"No",
"CT2012","CT",2012,"CGS §§ 9-604, 9-608, 9-610, 9-612, 9-621, 9-620, 9-348ee, 9-712, 9-612, 9-620; P.A. 95-144, P.A. 94-143, P.A. 94-132, P.A. 96-119, P.A. 87-576, P.A. 97-5, P.A. 02-130, P.A. 03-223, P.A. 05-188, P.A. 05-05, P.A. 08-2, P.A. 10-187, P.A. 11-48","Yes","Yes","Yes","1001","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7","Yes","Yes","250000 for Gubernatorial candidates - voluntary e-filing for all other candidate committees","No",,"Changed mid-cycle",,"Yes","Yes","Yes","501","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","12","No","No",,"No",,"Yes","Yes","Yes","501","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7",,"No","No",,"No",,"Yes","Yes","No","Yes","1001","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7",,"No","No",,"No",
"CT2014","CT",2014,"CGS §§ 9-604, 9-608, 9-610, 9-612, 9-621, 9-620, 9-348ee, 9-712, 9-612, 9-620; P.A. 95-144, P.A. 94-143, P.A. 94-132, P.A. 96-119, P.A. 87-576, P.A. 97-5, P.A. 02-130, P.A. 03-223, P.A. 05-188, P.A. 05-05, P.A. 08-2, P.A. 10-187, P.A. 11-48, P.A. 13-180","Yes","Yes","Yes","1001","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7","Yes","Yes","250000 for Gubernatorial candidates - voluntary e-filing for all other candidate committees","No",,"Changed mid-cycle",,"Yes","Yes","Yes","501","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","12","No","No",,"No",,"Yes","Yes","Yes","501","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7",,"No","No",,"No",,"Yes","Yes","No","Yes","1001","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7",,"No","No",,"No",
"CT2016","CT",2016,"CGS §§ 9-604, 9-608, 9-610, 9-612, 9-621, 9-620, 9-348ee, 9-712, 9-612, 9-620; P.A. 95-144, P.A. 94-143, P.A. 94-132, P.A. 96-119, P.A. 87-576, P.A. 97-5, P.A. 02-130, P.A. 03-223, P.A. 05-188, P.A. 05-05, P.A. 08-2, P.A. 10-187, P.A. 11-48, P.A. 13-180, P.A. 16-203","Yes","Yes","Yes","1001","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7","Yes","Yes","1,000","No",,"Changed mid-cycle",,"Yes","Yes","Yes","501","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","12","Yes","Yes","1000","No",,"Yes","Yes","Yes","501","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7",,"Yes","Yes","1000","No",,"Yes","Yes","No","Yes","1001","31","For individuals contributing more than $100 in aggregate, employer and occupation are reported. If more than $1,000, the committee must report if the individual or business with which the are associated has a contract with the state of more than $5,000","Yes","Yes","Yes","Yes","Yes","Yes","7",,"Yes","Yes","1000","No",
"GA1996","GA",1996,"Ga. Code Ann. § 21-5-34 (1996).","Yes","Yes","Yes","500","101",,"Yes","Yes","No","Yes","Yes","Yes","15","No",,,,,,,"Yes","Yes","Yes","500","101",,"Yes","Yes","No","Yes","Yes","Yes","Primary: 45 and 15, General: 15","No",,,"No",,"Yes","Yes","Yes","500","101",,"Yes","Yes","No","Yes","Yes","Yes","Primary: 45 and 15, General: 15","N/A","No",,,"No",,"Yes","Yes","Yes","Yes","101","500",,"Yes","Yes","No","Yes","Yes","Yes","Primary: 45 and 15, General: 15",,"No",,,"No",
"GA1998","GA",1998,"Ga. Code Ann. § 21-5-34 (1998).","Yes","Yes","Yes","500","101",,"Yes","Yes","No","Yes","Yes","Yes","15","No",,,,,,,"Yes","Yes","Yes","500","101",,"Yes","Yes","No","Yes","Yes","Yes","Primary: 45 and 15, General: 15","No",,,"No",,"Yes","Yes","Yes","500","101",,"Yes","Yes","No","Yes","Yes","Yes","Primary: 45 and 15, General: 15","N/A","No",,,"No",,"Yes","Yes","Yes","Yes","101","500",,"Yes","Yes","No","Yes","Yes","Yes","Primary: 45 and 15, General: 15",,"No",,,"No",
"GA2000","GA",2000,"Ga. Code Ann. § 21-5-34.","Yes","Yes","Yes","500","101",,"Yes","Yes","Yes","Yes","Yes","Yes","15","No",,,,,,,"Yes","Yes","Yes","500","101",,"Yes","Yes","Yes","Yes","Yes","Yes","15","No",,,"No",,"Yes","Yes","Yes","500","101",,"Yes","Yes","Yes","Yes","Yes","Yes","Oct. 25th","N/A","No",,,"No",,"Yes","Yes","Yes","Yes","101","500",,"Yes","Yes","Yes","Yes","Yes","Yes","Oct. 25th",,"No",,,"No",
"GA2002","GA",2002,"Ga. Code Ann. § 21-5-34; Ga. Code Ann. § 21-5-34.1.","Yes","Yes","Yes","500","101",,"Yes","Yes","Yes","Yes","Yes","Yes","15","Yes","Yes","Varies by office, see 21-5-34.1",,,,,"Yes","Yes","Yes","500","101",,"Yes","Yes","Yes","Yes","Yes","Yes","15","Yes","Yes","20000","No",,"Yes","Yes","Yes","500","101",,"Yes","Yes","Yes","Yes","Yes","Yes","Oct. 25th","N/A","Yes","Yes","25000","No",,"Yes","Yes","Yes","Yes","101","500",,"Yes","Yes","Yes","Yes","Yes","Yes","Oct. 25th",,"Yes","Yes","25000","No",
"GA2004","GA",2004,"Ga. Code Ann. § 21-5-34; Ga. Code Ann. § 21-5-34.1.","Yes","Yes","Yes","500","101",,"Yes","Yes","Yes","Yes","Yes","Yes","15","Yes","Yes","Varies by office, see 21-5-34.1","No",,"No",,"Yes","Yes","Yes","500","101",,"Yes","Yes","Yes","Yes","Yes","Yes","15","Yes","Yes","10000","No",,"Yes","Yes","Yes","500","101",,"Yes","Yes","Yes","Yes","Yes","Yes","Oct. 25th","N/A","Yes","Yes","25000","No",,"Yes","Yes","Yes","Yes","101","500",,"Yes","Yes","Yes","Yes","Yes","Yes","Oct. 25th",,"Yes","Yes","5000","No",
"GA2006","GA",2006,"Ga. Code Ann. § 21-5-34; Ga. Code Ann. § 21-5-34.1.","Yes","Yes","Yes","500","101",,"Yes","Yes","Yes","Yes","Yes","Yes","15","Yes","Yes","Varies by office, see 21-5-34.1","No",,"No",,"Yes","Yes","Yes","500","101",,"Yes","Yes","Yes","Yes","Yes","Yes","15","Yes","Yes","10000","No",,"Yes","Yes","Yes","500","101",,"Yes","Yes","Yes","Yes","Yes","Yes","Oct. 25th","N/A","Yes","Yes","25000","No",,"Yes","Yes","Yes","Yes","101","500",,"Yes","Yes","Yes","Yes","Yes","Yes","Oct. 25th",,"Yes","Yes","5000","No",
"GA2008","GA",2008,"Ga. Code Ann. § 21-5-34; Ga. Code Ann. § 21-5-34.1.","Yes","Yes","Yes","500","101",,"Yes","Yes","Yes","Yes","Yes","Yes","15","Yes","Yes","Varies by office, see 21-5-34.1","No",,"No",,"Yes","Yes","Yes","500","101",,"Yes","Yes","Yes","Yes","Yes","Yes","15","Yes","Yes","10000","No",,"Yes","Yes","Yes","500","101",,"Yes","Yes","Yes","Yes","Yes","Yes","Oct. 25th","N/A","Yes","Yes","5000","No",,"Yes","Yes","Yes","Yes","101","500",,"Yes","Yes","Yes","Yes","Yes","Yes","Oct. 25th",,"Yes","Yes","5000","No",
"KS2006","KS",2006,"L. 1997, ch. 12, § 1; L. 1998, ch. 117, § 8; L. 1998, ch. 117, § 5; K.S.A.§§ 25-4145, 25-4148","Yes","Yes","Yes","501","51","Occupation disclosure threshold is $151","Yes","Yes","No","Yes","Yes","Yes","Eight days before primary election; six days before general election.","No",,,"No",,"No",,"Yes","Yes","Yes","501","51","Occupation disclosure threshold is 151","Yes","Yes","No","Yes","Yes","Yes","Eight days before primary election; six days before general election.","No",,,"No",,"Yes","Yes","Yes","501","51","Occupation disclosure threshold is 151.","Yes","Yes","No","Yes","Yes","Yes","Eight days before primary election; six days before general election.",,"No",,,"No",,"Yes","Yes","No","Yes","501","51","Occupation disclosure threshold is 151.","Yes","Yes","No","Yes","Yes","Yes","Eight days before primary election; six days before general election.",,"No",,,"No",
"KS2008","KS",2008,"L. 2007, ch. 125, § 8; L. 2008, ch. 166, § 4; K.S.A.§§ 25-4145, 25-4148","Yes","Yes","Yes","501","51","Occupation disclosure threshold is $151","Yes","Yes","No","Yes","Yes","Yes","Eight days before primary election; six days before general election.","No",,,"No",,"No",,"Yes","Yes","Yes","501","51","Occupation disclosure threshold is 151","Yes","Yes","No","Yes","Yes","Yes","Eight days before primary election; six days before general election.","No",,,"No",,"Yes","Yes","Yes","501","51","Occupation disclosure threshold is 151.","Yes","Yes","No","Yes","Yes","Yes","Eight days before primary election; six days before general election.",,"No",,,"No",,"Yes","Yes","No","Yes","501","51","Occupation disclosure threshold is 151.","Yes","Yes","No","Yes","Yes","Yes","Eight days before primary election; six days before general election.",,"No",,,"No",
"MA2008","MA",2008,"Chapter 55: § 18; Chapter 55: § 18C","Yes","Yes","No","0","51","For contributions aggregating more than $50/calendar year a donor's name, address, and contribution amount must be reported. For contributions aggregating equal to or greater than $200, the donor's employer and occupation must also be disclosed.","Yes","Yes","Yes","Yes","Yes","Yes","8","Yes","Yes",,"No","There is guidance in Chapter 55: § 10A., on how a donor should report a conduit contribution to a committee, but not how the committee must report it.","No",,"Yes","Yes","No","0","51","For contributions aggregating more than $50/calendar year a donor's name, address, and contribution amount must be reported. For contributions aggregating equal to or greater than $200, the donor's employer and occupation must also be disclosed.","Yes","Yes","Yes","Yes","Yes","Yes","8","Yes","Yes","10001","No","There is guidance in Chapter 55: § 10A., on how a donor should report a conduit contribution to a committee, but not how the committee must report it.","Yes","Yes","No","0","51","For contributions aggregating more than $50/calendar year a donor's name, address, and contribution amount must be reported. For contributions aggregating equal to or greater than $200, the donor's employer and occupation must also be disclosed.","Yes","Yes","Yes","Yes","Yes","Yes","8",,"Yes","Yes","$10,001","No","There is guidance in Chapter 55: § 10A., on how a donor should report a conduit contribution to a committee, but not how the committee must report it.","Yes","Yes","Yes","No","0","51","For contributions aggregating more than $50/calendar year a donor's name, address, and contribution amount must be reported. For contributions aggregating equal to or greater than $200, the donor's employer and occupation must also be disclosed.","Yes","Yes","Yes","Yes","Yes","Yes","60",,"Yes","Yes","25000","No",
