Identifier,State,Year,ContributionsToParties_Citation,IndividualToParty,IndividualToPartyLimit,IndividualToPartyLimit_Period,IndividualToPartyLimit_Max,IndividualToPartyLimit_Explained,CandToParty,CandToPartyLimit,CandToPartyLimit_Period,CandToPartyLimit_Max,CandToPartyLimit_Explained,PACToParty,PACToPartyLimit,PACToPartyLimit_Period,PACToPartyLimit_Max,PACToPartyLimit_Explained,CorpToParty,CorpToPartyLimit,CorpToPartyLimit_Period,CorpToPartyLimit_Max,CorpToPartyLimit_Explained,LaborToParty,LaborToPartyLimit,LaborToPartyLimit_Period,LaborToPartyLimit_Max,LaborToPartyLimit_Explained,LocalPToParty,LocalPToPartyLimit,LocalToPartyLimit_Period,LocalToPartyLimit_Max,LocalToPartyLimit_Explained,NationalPToParty,NationalPToPartyLimit,NationalPToPartyLimit_Period,NationalPToPartyLimit_Max,NationalPToPartyLimit_Explained,PartyLimitExemptions,PartyLimitExemptionsExplained,IndividualToLCC,IndividualToLCCLimit,IndividualToLCCLimit_Period,IndividualToLCCLimit_Max,IndividualToLCCLimit_Explained,CandToLCC,CandToLCCLimit,CandToLCCLimit_Period,CandToLCCLimit_Max,CandToLCCLimit_Explained,PACToLCC,PACToLCCLimit,PACToLCCLimit_Period,PACToLCCLimit_Max,PACToLCCLimit_Explained,CorpToLCC,CorpToLCCLimit,CorpToLCCLimit_Period,CorpToLCCLimit_Max,CorpToLCCLimit_Explained,LaborToLCC,LaborToLCCLimit,LaborToLCCLimit_Period,LaborToLCCLimit_Max,LaborToLCCLimit_Explained,LocalPToLCC,LocalPToLCCLimit,LocalPToLCCLimit_Period,LocalPToLCCLimit_Max,LocalPToLCCLimit_Explained,NationalPToLCC,NationalPToLCCLimit,NationalPToLCCLimit_Period,NationalPToLCCLimit_Max,NationalPToLCCLimit_Explained,LegCampaignCommLimit,LCCLimitExemptions,LCCLimitExemptionsExplained,DonorAggToPartyLimit,DonorAggToPartyLimit_Explained,PoliticalCommittees_Citation,IndividualToPAC,IndividualToPACLimit,IndividualToPACLimit_Period,IndividualToPACLimit_Max,IndividualToPACLimit_Explained,PACToPAC,PACToPACLimit,PACToPACLimit_Period,PACToPACLimit_Max,PACToPACLimit_Explained,CorpToPAC,CorpToPACLimit,CorpToPACLimit_Period,CorpToPACLimit_Max,CorpToPACLimit_Explained,LaborToPAC,LaborToPACLimit,LaborToPACLimit_Period,LaborToPACLimit_Max,LaborToPACLimit_Explained,StatePToPAC,StatePToPACLimit,StatePToPACLimit_Period,StatePToPACLimit_Max,StatePToPACLimit_Explained,LocalPToPAC,LocalPToPACLimit,LocalPToPACLimit_Period,LocalPToPACLimit_Max,LocalPToPACLimit_Explained,CandToPAC,CandToPACLimit,CandToPACLimit_Period,CandToPACLimit_Max,CandToPACLimit_Explained,DonorAggToPACLimit,DonorAggToPACLimit_Explained
"MI2002","MI",2002," Mich. Comp. Laws §§ 169.252, 169.252a;  1976 Mich. Pub. Acts 1268","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Limited",20000,"Per Year",20000,"The language in the provision (169.252a) is a bit confusing. It says that the limit is per calendar year, but then says that the committee cannot accept more than this over a 2-year election cycle","Limited",20000,"Per Year",20000,,"Limited",20000,"Per Year",20000,,"Prohibited",,"Per Election Cycle",,,"Prohibited",,"Per Election Cycle",,,"Limited",20000,"Per Year",20000,,"Limited",20000,"Per Year",20000,,"No","No",,"No",," Mich. Comp. Laws § 169.252; 1976 Mich. Pub. Acts 1268","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MI2004","MI",2004," Mich. Comp. Laws §§ 169.252, 169.252a;  1976 Mich. Pub. Acts 1268","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Limited",20000,"Per Year",20000,"The language in the provision (169.252a) is a bit confusing. It says that the limit is per calendar year, but then says that the committee cannot accept more than this over a 2-year election cycle","Limited",20000,"Per Year",20000,,"Limited",20000,"Per Year",20000,,"Prohibited",,"Per Election Cycle",,,"Prohibited",,"Per Election Cycle",,,"Limited",20000,"Per Year",20000,,"Limited",20000,"Per Year",20000,,"No","No",,"No",," Mich. Comp. Laws § 169.252; 1976 Mich. Pub. Acts 1268","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MI2006","MI",2006," Mich. Comp. Laws §§ 169.252, 169.252a;  1976 Mich. Pub. Acts 1268","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Limited",20000,"Per Year",20000,"The language in the provision (169.252a) is a bit confusing. It says that the limit is per calendar year, but then says that the committee cannot accept more than this over a 2-year election cycle","Limited",20000,"Per Year",20000,,"Limited",20000,"Per Year",20000,,"Prohibited",,"Per Election Cycle",,,"Prohibited",,"Per Election Cycle",,,"Limited",20000,"Per Year",20000,,"Limited",20000,"Per Year",20000,,"No","No",,"No",," Mich. Comp. Laws § 169.252; 1976 Mich. Pub. Acts 1268","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MI2008","MI",2008," Mich. Comp. Laws §§ 169.252, 169.252a;  1976 Mich. Pub. Acts 1268","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Limited",20000,"Per Year",20000,"The language in the provision (169.252a) is a bit confusing. It says that the limit is per calendar year, but then says that the committee cannot accept more than this over a 2-year election cycle","Limited",20000,"Per Year",20000,,"Limited",20000,"Per Year",20000,,"Prohibited",,"Per Election Cycle",,,"Prohibited",,"Per Election Cycle",,,"Limited",20000,"Per Year",20000,,"Limited",20000,"Per Year",20000,,"No","No",,"No",," Mich. Comp. Laws § 169.252; 1976 Mich. Pub. Acts 1268","Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MI2010","MI",2010," Mich. Comp. Laws §§ 169.252, 169.252a;  1976 Mich. Pub. Acts 1268","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Limited",20000,"Per Year",20000,"The language in the provision (169.252a) is a bit confusing. It says that the limit is per calendar year, but then says that the committee cannot accept more than this over a 2-year election cycle","Limited",20000,"Per Year",20000,,"Limited",20000,"Per Year",20000,,"Prohibited",,"Per Election Cycle",,,"Prohibited",,"Per Election Cycle",,,"Limited",20000,"Per Year",20000,,"Limited",20000,"Per Year",20000,,"No","No",,"No",," Mich. Comp. Laws § 169.252; 1976 Mich. Pub. Acts 1268","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,"Michigan Chamber of Commerce v. Land (W.D. Mich. 2010) held that corporations and unions can make contributions from their treasuries to political committees organized exclusively for the purpose of making independent expenditures","Unlimited",,,,"Michigan Chamber of Commerce v. Land (W.D. Mich. 2010) held that corporations and unions can make contributions from their treasuries to political committees organized exclusively for the purpose of making independent expenditures","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MI2012","MI",2012," Mich. Comp. Laws §§ 169.252, 169.252a;  1976 Mich. Pub. Acts 1268","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Limited",20000,"Per Year",20000,"The language in the provision (169.252a) is a bit confusing. It says that the limit is per calendar year, but then says that the committee cannot accept more than this over a 2-year election cycle","Limited",20000,"Per Year",20000,,"Limited",20000,"Per Year",20000,,"Prohibited",,"Per Election Cycle",,,"Prohibited",,"Per Election Cycle",,,"Limited",20000,"Per Year",20000,,"Limited",20000,"Per Year",20000,,"No","No",,"No",," Mich. Comp. Laws § 169.252; 1976 Mich. Pub. Acts 1268","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,"Michigan Chamber of Commerce v. Land (W.D. Mich. 2010) held that corporations and unions can make contributions from their treasuries to political committees organized exclusively for the purpose of making independent expenditures","Unlimited",,,,"Michigan Chamber of Commerce v. Land (W.D. Mich. 2010) held that corporations and unions can make contributions from their treasuries to political committees organized exclusively for the purpose of making independent expenditures","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MI2014","MI",2014," Mich. Comp. Laws §§ 169.252, 169.252a;  1976 Mich. Pub. Acts 1268","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Prohibited",,,,,"Prohibited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Limited",40000,"Per Year",40000,"The language in the provision (169.252a) is a bit confusing. It says that the limit is per calendar year, but then says that the committee cannot accept more than this over a 2-year election cycle","Limited",40000,"Per Year",40000,,"Limited",40000,"Per Year",40000,,"Prohibited",,"Per Election Cycle",,,"Prohibited",,"Per Election Cycle",,,"Limited",40000,"Per Year",40000,,"Limited",40000,"Per Year",40000,,"No","No",,"No",," Mich. Comp. Laws § 169.252; 1976 Mich. Pub. Acts 1268","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,"Michigan Chamber of Commerce v. Land (W.D. Mich. 2010) held that corporations and unions can make contributions from their treasuries to political committees organized exclusively for the purpose of making independent expenditures","Unlimited",,,,"Michigan Chamber of Commerce v. Land (W.D. Mich. 2010) held that corporations and unions can make contributions from their treasuries to political committees organized exclusively for the purpose of making independent expenditures","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MI2016","MI",2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MN1996","MN",1996,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MN1998","MN",1998,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MN2000","MN",2000,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MN2002","MN",2002,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MN2004","MN",2004,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MN2006","MN",2006,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MN2008","MN",2008,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MN2010","MN",2010,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MN2012","MN",2012,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MN2014","MN",2014,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MN2016","MN",2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MO1996","MO",1996,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MO1998","MO",1998,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MO2000","MO",2000,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MO2002","MO",2002,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MO2004","MO",2004,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MO2006","MO",2006,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MO2008","MO",2008,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MO2010","MO",2010,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MO2012","MO",2012,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MO2014","MO",2014,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MO2016","MO",2016,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,,,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,,
"MS1996","MS",1996,"Miss. Code Ann. 1972 97-13-15 (1996) (West) (corporate contributions); Miss. Code Ann. (2015 (West)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"Same statute as applies to contributions to candidates","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"The state's broad definition of ""committee"" applies here","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"Miss. Code Ann. 1972 97-13-15 (1996) (West) (corporate contributions); Miss. Code Ann. (2015 (West)","Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"The state's broad definition of ""committee"" applies here","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MS1998","MS",1998,"Miss. Code Ann. 1972 97-13-15 (1996) (West) (corporate contributions); Miss. Code Ann. (2015 (West)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"Same statute as applies to contributions to candidates","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"The state's broad definition of ""committee"" applies here","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"Miss. Code Ann. 1972 97-13-15 (1996) (West) (corporate contributions); Miss. Code Ann. (2015 (West)","Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"The state's broad definition of ""committee"" applies here","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MS2000","MS",2000,"Miss. Code Ann. 1972 97-13-15 (1996) (West) (corporate contributions); Miss. Code Ann. (2015 (West)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"Same statute as applies to contributions to candidates","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"The state's broad definition of ""committee"" applies here","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"Miss. Code Ann. 1972 97-13-15 (1996) (West) (corporate contributions); Miss. Code Ann. (2015 (West)","Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"The state's broad definition of ""committee"" applies here","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MS2002","MS",2002,"Miss. Code Ann. 1972 97-13-15 (1996) (West) (corporate contributions); Miss. Code Ann. (2015 (West)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"Same statute as applies to contributions to candidates","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"The state's broad definition of ""committee"" applies here","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"Miss. Code Ann. 1972 97-13-15 (1996) (West) (corporate contributions); Miss. Code Ann. (2015 (West)","Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"The state's broad definition of ""committee"" applies here","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MS2004","MS",2004,"Miss. Code Ann. 1972 97-13-15 (1996) (West) (corporate contributions); Miss. Code Ann. (2015 (West)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"Same statute as applies to contributions to candidates","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"The state's broad definition of ""committee"" applies here","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"Miss. Code Ann. 1972 97-13-15 (1996) (West) (corporate contributions); Miss. Code Ann. (2015 (West)","Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"The state's broad definition of ""committee"" applies here","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MS2006","MS",2006,"Miss. Code Ann. 1972 97-13-15 (1996) (West) (corporate contributions); Miss. Code Ann. (2015 (West)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"Same statute as applies to contributions to candidates","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"The state's broad definition of ""committee"" applies here","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"Miss. Code Ann. 1972 97-13-15 (1996) (West) (corporate contributions); Miss. Code Ann. (2015 (West)","Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"The state's broad definition of ""committee"" applies here","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
"MS2008","MS",2008,"Miss. Code Ann. 1972 97-13-15 (1996) (West) (corporate contributions); Miss. Code Ann. (2015 (West)","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"Same statute as applies to contributions to candidates","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No","No","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"The state's broad definition of ""committee"" applies here","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Yes","No",,"No",,"Miss. Code Ann. 1972 97-13-15 (1996) (West) (corporate contributions); Miss. Code Ann. (2015 (West)","Unlimited",,,,,"Unlimited",,,,,"Limited",1000,"Per Year",4000,"The state's broad definition of ""committee"" applies here","Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"Unlimited",,,,,"No",
