Identifier,State,Year,RefundOrTaxCreditOrTaxDeduction,RefundOrTaxCreditOrTaxDeduction_Citation,RefundOrTaxCreditFormula,RefundOrTaxCreditMax,EligibleContributionRecipients,EligibleToClaim_NoTaxOwed,EligibleToClaim_Deduction,EligibleToClaim_Other,EligibleToClaim_Other_Explained,Agency_Disclosure,Agency_Disclosure_Citation,Agency_Enforcement,Agency_Enforcement_Citation,Agency_PublicFinancing,Agency_PublicFinancing_Citation,Agency_RefundCreditDeduction,Agency_RefundCreditDeduction_Citation,Agency_Lobbying,Agency_Lobbying_Citation,Agency_DoingBusiness,Agency_DoingBusiness_Citation,Agency_FinancialDisclosureEthics,Agency_FinancialDisclosureEthics_Citation,Agency_Other,Agency_Other_Citation,OtherProvisions,OtherProvisions_Explained
"AZ2008","AZ",2008,"Tax Credit","ARS § 16-954","Full credit","20% of total tax owed or $500, whichever is greater","Only contributions to the Citizens Clean Elections Fund","Unclear","N/A","No","N/A","Secretary of State, Board of Supervisors, City Clerk","ARS § 16-916","Secretary of State, Attorney General, County/City Attorney","ARS §§ 16-1021, 16-924","Department of Revenue, State Treasurer, Secretary of State, Arziona Clean Elections Commission","ARS §§ 16-807, 16-950, 16-955","Department of Revenue","ARS § 16-954","Secretary of State","ARS § 41-1239","NA",,"Secretary of State","ARS § 38-542",,,"No","N/A"
"AZ2010","AZ",2010,"Tax Credit","ARS § 16-954","Full credit","20% of total tax owed or $500, whichever is greater","Only contributions to the Citizens Clean Elections Fund","Unclear","N/A","No","N/A","Secretary of State, Board of Supervisors, City Clerk","ARS § 16-916","Secretary of State, Attorney General, County/City Attorney","ARS §§ 16-1021, 16-924","Department of Revenue, State Treasurer, Secretary of State, Arziona Clean Elections Commission","ARS §§ 16-807, 16-950, 16-955","Department of Revenue","ARS § 16-954","Secretary of State","ARS § 41-1239","NA",,"Secretary of State","ARS § 38-542",,,"Yes","ARSA § 16-914.02(A)&(D) - A. Any corporation, limited liability company or labor organization that makes cumulative independent
expenditures in an attempt to influence the outcome of a candidate election and in at least the following
amounts in an election cycle shall register and notify the appropriate filing officer not later than one day
after making that expenditure, excluding Saturdays, Sundays and other legal holidays:
1. An aggregate of five thousand dollars or more in one or more statewide races.
2. An aggregate of two thousand five hundred dollars or more in one or more legislative races.
3. One thousand dollars or more in one or more county, city, town or other local races if the one
thousand dollars is aggregated in races in a single county, city, town or other local jurisdiction. - C. The registration shall include all of the following:
1. The name and address of the corporation, limited liability company or labor organization.
2. The name, title, electronic mail address and telephone number of the person authorizing the
independent expenditure."
"AZ2012","AZ",2012,"None",,,,,,,,,"Secretary of State, Board of Supervisors, City Clerk","ARS § 16-916","Secretary of State, Attorney General, County/City Attorney","ARS §§ 16-1021, 16-924","Department of Revenue, State Treasurer, Secretary of State, Arziona Clean Elections Commission","ARS §§ 16-807, 16-950, 16-955","N/A","N/A","Secretary of State","ARS § 41-1239","NA",,"Secretary of State","ARS § 38-542",,,"Yes","ARSA § 16-914.02(A)&(D) - A. Any corporation, limited liability company or labor organization that makes cumulative independent
expenditures in an attempt to influence the outcome of a candidate election and in at least the following
amounts in an election cycle shall register and notify the appropriate filing officer not later than one day
after making that expenditure, excluding Saturdays, Sundays and other legal holidays:
1. An aggregate of five thousand dollars or more in one or more statewide races.
2. An aggregate of two thousand five hundred dollars or more in one or more legislative races.
3. One thousand dollars or more in one or more county, city, town or other local races if the one
thousand dollars is aggregated in races in a single county, city, town or other local jurisdiction. - C. The registration shall include all of the following:
1. The name and address of the corporation, limited liability company or labor organization.
2. The name, title, electronic mail address and telephone number of the person authorizing the
independent expenditure."
"AZ2014","AZ",2014,"None",,,,,,,,,"Secretary of State, Board of Supervisors, City Clerk","ARS § 16-916","Secretary of State, Attorney General, County/City Attorney","ARS §§ 16-1021, 16-924","Department of Revenue, State Treasurer, Secretary of State, Arziona Clean Elections Commission","ARS §§ 16-807, 16-950, 16-955","N/A","N/A","Secretary of State","ARS § 41-1239","NA",,"Secretary of State","ARS § 38-542",,,"Yes","ARSA § 16-914.02(A)&(D) - A. Any corporation, limited liability company or labor organization that makes cumulative independent
expenditures in an attempt to influence the outcome of a candidate election and in at least the following
amounts in an election cycle shall register and notify the appropriate filing officer not later than one day
after making that expenditure, excluding Saturdays, Sundays and other legal holidays:
1. An aggregate of five thousand dollars or more in one or more statewide races.
2. An aggregate of two thousand five hundred dollars or more in one or more legislative races.
3. One thousand dollars or more in one or more county, city, town or other local races if the one
thousand dollars is aggregated in races in a single county, city, town or other local jurisdiction. - C. The registration shall include all of the following:
1. The name and address of the corporation, limited liability company or labor organization.
2. The name, title, electronic mail address and telephone number of the person authorizing the
independent expenditure."
"AZ2016","AZ",2016,"None",,,,,,,,,"Secretary of State, Board of Supervisors, City Clerk","ARS § 16-916","Secretary of State, Attorney General, County/City Attorney","ARS §§ 16-1021, 16-924","Department of Revenue, State Treasurer, Secretary of State, Arziona Clean Elections Commission","ARS §§ 16-807, 16-950, 16-955","N/A","N/A","Secretary of State","ARS § 41-1239","NA",,"Secretary of State","ARS § 38-542",,,"Yes","ARSA § 16-914.02(A)&(D) - A. Any corporation, limited liability company or labor organization that makes cumulative independent
expenditures in an attempt to influence the outcome of a candidate election and in at least the following
amounts in an election cycle shall register and notify the appropriate filing officer not later than one day
after making that expenditure, excluding Saturdays, Sundays and other legal holidays:
1. An aggregate of five thousand dollars or more in one or more statewide races.
2. An aggregate of two thousand five hundred dollars or more in one or more legislative races.
3. One thousand dollars or more in one or more county, city, town or other local races if the one
thousand dollars is aggregated in races in a single county, city, town or other local jurisdiction. - C. The registration shall include all of the following:
1. The name and address of the corporation, limited liability company or labor organization.
2. The name, title, electronic mail address and telephone number of the person authorizing the
independent expenditure."
"AZ2018","AZ",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CA1996","CA",1996,"None",,,,,,,,,"Secretary of State","CGC § 84215; Stats. 1990 ch. 581 § 4","Fair Political Practices Commision, Attorney General and District Attorneys, Franchise Tax Board","CGC §§ 83115, 83116, 91001, 90000; Stats. 1985 ch. 775 § 4; Prop 68 § 7 (1987); Stats. 1979 ch. 357 § 1; Stats. 1987 ch. 230 § 3","Franchise Tax Board","CRTC § 18704; Stats. 1993 ch. 31 § 26","N/A","N/A","Secretary of State","CGC § 86100; Stats. 1985 ch. 1183 § 7",,,"Fair Political Practices Commission","CGC § 87500; Stats. 1996 ch. 289 § 3",,,"No","N/A"
"CA1998","CA",1998,"None",,,,,,,,,"Secretary of State","CGC § 84215; Stats. 1990 ch. 581 § 4","Fair Political Practices Commision, Attorney General and District Attorneys, Franchise Tax Board","CGC §§ 83115, 83116, 91001, 90000; Stats. 1985 ch. 775 § 4; Prop 68 § 7 (1987); Stats. 1979 ch. 357 § 1; Stats. 1987 ch. 230 § 3","Franchise Tax Board","CRTC § 18704; Stats. 1993 ch. 31 § 26","N/A","N/A","Secretary of State","CGC § 86100; Stats. 1985 ch. 1183 § 7",,,"Fair Political Practices Commission","CGC § 87500; Stats. 1996 ch. 289 § 3",,,"No","N/A"
"CA2000","CA",2000,"None",,,,,,,,,"Secretary of State","CGC § 84215; Stats. 1990 ch. 581 § 4","Fair Political Practices Commision, Attorney General and District Attorneys, Franchise Tax Board","CGC §§ 83115, 83116, 91001, 90000; Stats. 1985 ch. 775 § 4; Prop 68 § 7 (1987); Stats. 1979 ch. 357 § 1; Stats. 1987 ch. 230 § 3","N/A","N/A","N/A","N/A","Secretary of State","CGC § 86100; Stats. 1985 ch. 1183 § 7",,,"Fair Political Practices Commission","CGC § 87500; Stats. 1996 ch. 289 § 3",,,"No","N/A"
"CA2002","CA",2002,"None",,,,,,,,,"Secretary of State","CGC § 84215; Stats. 1990 ch. 581 § 4","Fair Political Practices Commision, Attorney General and District Attorneys, Franchise Tax Board","CGC §§ 83115, 83116, 91001, 90000; Stats. 1985 ch. 775 § 4; Prop 68 § 7 (1987); Stats. 1979 ch. 357 § 1; Stats. 1987 ch. 230 § 3","N/A","N/A","N/A","N/A","Secretary of State","CGC § 86100; Stats. 1985 ch. 1183 § 7",,,"Fair Political Practices Commission","CGC § 87500; Stats. 1996 ch. 289 § 3",,,"No","N/A"
"CA2004","CA",2004,"None",,,,,,,,,"Secretary of State","CGC § 84215; Stats. 1990 ch. 581 § 4","Fair Political Practices Commision, Attorney General and District Attorneys, Franchise Tax Board","CGC §§ 83115, 83116, 91001, 90000; Stats. 1985 ch. 775 § 4; Prop 68 § 7 (1987); Stats. 1979 ch. 357 § 1; Stats. 1987 ch. 230 § 3","N/A","N/A","N/A","N/A","Secretary of State","CGC § 86100; Stats. 1985 ch. 1183 § 7",,,"Fair Political Practices Commission","CGC § 87500; Stats. 1996 ch. 289 § 3",,,"No","N/A"
"CA2006","CA",2006,"None",,,,,,,,,"Secretary of State","CGC § 84215; Stats. 1990 ch. 581 § 4","Fair Political Practices Commision, Attorney General and District Attorneys, Franchise Tax Board","CGC §§ 83115, 83116, 91001, 90000; Stats. 1985 ch. 775 § 4; Prop 68 § 7 (1987); Stats. 1979 ch. 357 § 1; Stats. 1987 ch. 230 § 3","N/A","N/A","N/A","N/A","Secretary of State","CGC § 86100; Stats. 1985 ch. 1183 § 7",,,"Fair Political Practices Commission","CGC § 87500; Stats. 1996 ch. 289 § 3",,,"No","N/A"
"CA2008","CA",2008,"None",,,,,,,,,"Secretary of State","CGC § 84215; Stats. 1990 ch. 581 § 4","Fair Political Practices Commision, Attorney General and District Attorneys, Franchise Tax Board","CGC §§ 83115, 83116, 91001, 90000; Stats. 1985 ch. 775 § 4; Prop 68 § 7 (1987); Stats. 1979 ch. 357 § 1; Stats. 1987 ch. 230 § 3","N/A","N/A","N/A","N/A","Secretary of State","CGC § 86100; Stats. 1985 ch. 1183 § 7",,,"Fair Political Practices Commission","CGC § 87500; Stats. 1996 ch. 289 § 3",,,"No","N/A"
"CA2010","CA",2010,"None",,,,,,,,,"Secretary of State","CGC § 84215; Stats. 1990 ch. 581 § 4","Fair Political Practices Commision, Attorney General and District Attorneys, Franchise Tax Board","CGC §§ 83115, 83116, 91001, 90000; Stats. 1985 ch. 775 § 4; Prop 68 § 7 (1987); Stats. 1979 ch. 357 § 1; Stats. 1987 ch. 230 § 3","N/A","N/A","N/A","N/A","Secretary of State","CGC § 86100; Stats. 1985 ch. 1183 § 7",,,"Fair Political Practices Commission","CGC § 87500; Stats. 1996 ch. 289 § 3",,,"No","N/A"
"CA2012","CA",2012,"None",,,,,,,,,"Secretary of State","CGC § 84215; Stats. 1990 ch. 581 § 4","Fair Political Practices Commision, Attorney General and District Attorneys, Franchise Tax Board","CGC §§ 83115, 83116, 91001, 90000; Stats. 1985 ch. 775 § 4; Prop 68 § 7 (1987); Stats. 1979 ch. 357 § 1; Stats. 1987 ch. 230 § 3","N/A","N/A","N/A","N/A","Secretary of State","CGC § 86100; Stats. 1985 ch. 1183 § 7",,,"Fair Political Practices Commission","CGC § 87500; Stats. 1996 ch. 289 § 3",,,"No","N/A"
"CA2014","CA",2014,"None",,,,,,,,,"Secretary of State","CGC § 84215; Stats. 1990 ch. 581 § 4","Fair Political Practices Commision, Attorney General and District Attorneys, Franchise Tax Board","CGC §§ 83115, 83116, 91001, 90000; Stats. 1985 ch. 775 § 4; Prop 68 § 7 (1987); Stats. 1979 ch. 357 § 1; Stats. 1987 ch. 230 § 3","N/A","N/A","N/A","N/A","Secretary of State","CGC § 86100; Stats. 1985 ch. 1183 § 7",,,"Fair Political Practices Commission","CGC § 87500; Stats. 1996 ch. 289 § 3",,,"No","N/A"
"CA2016","CA",2016,"None",,,,,,,,,"Secretary of State","CGC § 84215; Stats. 1990 ch. 581 § 4","Fair Political Practices Commision, Attorney General and District Attorneys, Franchise Tax Board","CGC §§ 83115, 83116, 91001, 90000; Stats. 1985 ch. 775 § 4; Prop 68 § 7 (1987); Stats. 1979 ch. 357 § 1; Stats. 1987 ch. 230 § 3","N/A","N/A","N/A","N/A","Secretary of State","CGC § 86100; Stats. 1985 ch. 1183 § 7",,,"Fair Political Practices Commission","CGC § 87500; Stats. 1996 ch. 289 § 3",,,"No","N/A"
"CA2018","CA",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CO1996","CO",1996,"None",,,,,,,,,"Secretary of State","Colo. Rev. Stat. §§ 1-45-113, 1-45-114 (1996)","Secretary of State","Colo. Rev. Stat. §§ 1-45-113, 1-45-114 (1996)","N/A","N/A","N/A","N/A",,,,,"Secretary of State","Colo. Rev. Stat. §§ 1-45-113, 1-45-114 (1996)",,,,
"CO1998","CO",1998,"None",,,,,,,,,"Secretary of State/Attorney General","Colo. Rev. Stat. §§ 1-45-111 (1998)","Secretary of State/Attorney General","Colo. Rev. Stat. §§ 1-45-111 (1998)","N/A","N/A","N/A","N/A",,,,,"Secretary of State/Attorney General","Colo. Rev. Stat. §§ 1-45-111 (1998)",,,,
"CO2000","CO",2000,"None",,,,,,,,,"Secretary of State/Attorney General","Colo. Rev. Stat. § 1-45-111 (2000)","Secretary of State/Attorney General","Colo. Rev. Stat. § 1-45-111 (2000)","N/A","N/A","N/A","N/A",,,,,"Secretary of State/Attorney General","Colo. Rev. Stat. § 1-45-111 (2000)",,,,
"CO2002","CO",2002,"None",,,,,,,,,"Secretary of State/Attorney General","Colo. Rev. Stat. § 1-45-111 (2002)","Secretary of State/Attorney General","Colo. Rev. Stat. § 1-45-111 (2002)","N/A","N/A","N/A","N/A",,,,,"Secretary of State/Attorney General","Colo. Rev. Stat. § 1-45-111 (2002)",,,,
"CO2004","CO",2004,"None",,,,,,,,,"Secretary of State/Attorney General","Colo. Rev. Stat. § 1-45-111.5 (2004)","Secretary of State/Attorney General","Colo. Rev. Stat. § 1-45-111.5 (2004)","N/A","N/A","N/A","N/A",,,,,"Secretary of State/Attorney General","Colo. Rev. Stat. § 1-45-111.5 (2004)",,,,
"CO2006","CO",2006,"None",,,,,,,,,"Secretary of State/Attorney General","Colo. Rev. Stat. § 1-45-111.5 (2006)","Secretary of State/Attorney General","Colo. Rev. Stat. § 1-45-111.5 (2006)","N/A","N/A","N/A","N/A",,,,,"Secretary of State/Attorney General","Colo. Rev. Stat. § 1-45-111.5 (2006)",,,,
"CO2008","CO",2008,"None",,,,,,,,,"Secretary of State","Colo. Rev. Stat. § 1-45-111.5 (2008)","Secretary of State","Colo. Rev. Stat. § 1-45-111.5 (2008)","N/A","N/A","N/A","N/A",,,,,"Secretary of State","Colo. Rev. Stat. § 1-45-111.5 (2008)",,,,
"CO2010","CO",2010,"None",,,,,,,,,"Secretary of State","Colo. Rev. Stat. § 1-45-111.5 (2010)","Secretary of State","Colo. Rev. Stat. § 1-45-111.5 (2010)","N/A","N/A","N/A","N/A",,,,,"Secretary of State","Colo. Rev. Stat. § 1-45-111.5 (2010)",,,,
"CO2012","CO",2012,"None",,,,,,,,,"Secretary of State","Colo. Rev. Stat. § 1-45-111.5 (2012)","Secretary of State","Colo. Rev. Stat. § 1-45-111.5 (2012)","N/A","N/A","N/A","N/A",,,,,"Secretary of State","Colo. Rev. Stat. § 1-45-111.5 (2012)",,,,
"CO2014","CO",2014,"None",,,,,,,,,"Secretary of State","Colo. Rev. Stat. § 1-45-111.5 (2014)","Secretary of State","Colo. Rev. Stat. § 1-45-111.5 (2014)","N/A","N/A","N/A","N/A",,,,,"Secretary of State","Colo. Rev. Stat. § 1-45-111.5 (2014)",,,,
