Identifier,State,Year,ContribLimit_Citation,COLA,COLA_Which,COLA_BaseYear,Adjustment_Other,Adjustment_Other_Explained,Adjustment_Other_BaseYear,Primary_General_Difference,Primary_General_Difference_Explained,IndividualToCand,IndividualToCandLimit_H,IndividualToCandLimit_H_Period,IndividualToCandLimit_H_Max,IndividualToCandLimit_H_Explained,IndividualToCandLimit_S,IndividualToCandLimit_S_Period,IndividualToCandLimit_S_Max,IndividualToCandLimit_S_Explained,IndividualToCandLimit_G,IndividualToCandLimit_G_Period,IndividualToCandLimit_G_Max,IndividualToCandLimit_G_Explained,IndividualToCandLimit_J,IndividualToCandLimit_J_Period,IndividualToCandLimit_J_Max,IndividualToCandLimit_J_Explained,PACToCand,PACToCandLimit_H,PACToCandLimit_H_Period,PACToCandLimit_H_Max,PACToCandLimit_H_Explained,PACToCandLimit_S,PACToCandLimit_S_Period,PACToCandLimit_S_Max,PACToCandLimit_S_Explained,PACToCandLimit_G,PACToCandLimit_G_Period,PACToCandLimit_G_Max,PACToCandLimit_G_Explained,PACToCandLimit_J,PACToCandLimit_J_Period,PACToCandLimit_J_Max,PACToCandLimit_J_Explained,SpecialPACToCand,SpecialPACToCandLimit_H,SpecialPACToCandLimit_H_Period,SpecialPACToCandLimit_H_Max,SpecialPACToCandLimit_H_Explained,SpecialPACToCandLimit_S,SpecialPACToCandLimit_S_Period,SpecialPACToCandLimit_S_Max,SpecialPACToCandLimit_S_Explained,SpecialPACToCandLimit_G,SpecialPACToCandLimit_G_Period,SpecialPACToCandLimit_G_Max,SpecialPACToCandLimit_G_Explained,SpecialPACToCandLimit_J,SpecialPACToCandLimit_J_Period,SpecialPACToCandLimit_J_Max,SpecialPACToCandLimit_J_Explained,CorpToCand,CorpToCandLimit_H,CorpToCandLimit_H_Period,CorpToCandLimit_H_Max,CorpToCandLimit_H_Explained,CorpToCandLimit_S,CorpToCandLimit_S_Period,CorpToCandLimit_S_Max,CorpToCandLimit_S_Explained,CorpToCandLimit_G,CorpToCandLimit_G_Period,CorpToCandLimit_G_Max,CorpToCandLimit_G_Explained,LaborToCand,LaborToCandLimit_H,LaborToCandLimit_H_Period,LaborToCandLimit_H_Max,LaborToCandLimit_H_Explained,LaborToCandLimit_S,LaborToCandLimit_S_Period,LaborToCandLimit_S_Max,LaborToCandLimit_S_Explained,LaborToCandLimit_G,LaborToCandLimit_G_Period,LaborToCandLimit_G_Max,LaborToCandLimit_G_Explained,StatePToCand,StatePToCandLimit_H,StatePToCandLimit_H_Period,StatePToCandLimit_H_Max,StatePToCandLimit_H_Explained,StatePToCandLimit_S,StatePToCandLimit_S_Period,StatePToCandLimit_S_Max,StatePToCandLimit_S_Explained,StatePToCandLimit_G,StatePToCandLimit_G_Period,StatePToCandLimit_G_Max,StatePToCandLimit_G_Explained,LocalPToCand,LocalPToCandLimit_H,LocalPToCandLimit_H_Period,LocalPToCandLimit_H_Max,LocalPToCandLimit_H_Explained,LocalPToCandLimit_S,LocalPToCandLimit_S_Period,LocalPToCandLimit_S_Max,LocalPToCandLimit_S_Explained,LocalPToCandLimit_G,LocalPToCandLimit_G_Period,LocalPToCandLimit_G_Max,LocalPToCandLimit_G_Explained,OtherCandToCand,OtherToCandLimit_H,OtherToCandLimit_H_Period,OtherToCandLimit_H_Max,OtherToCandLimit_H_Explained,OtherToCandLimit_S,OtherToCandLimit_S_Period,OtherToCandLimit_S_Max,OtherToCandLimit_S_Explained,OtherToCandLimit_G,OtherToCandLimit_G_Period,OtherToCandLimit_G_Max,OtherToCandLimit_G_Explained,AggCandLimit,AggCandLimitExplain,DoingBusinessLimits,DoingBusinessMinimum,DoingBusinessDonors,DoingBusinessContribLimit,DoingBusinessLimit_Period,DoingBusinessLimit_Max,DoingBusinessLimit_Explained,DoingBusinessCandidates,DoingBusinessParties,DoingBusinessOther,Lobbyist_Limits,Lobbyist_Limits_Explain,Session_Limit,Session_Limit_Explain,CandLimitExemptions,CandLimitExemptionsExplained,SpecialConditionsChangeLimits,SpecialConditionsLimitsExplained
"AK1998","AK",1998,"am § 10 ch

48 SLA 1996; am § 2 ch 74 SLA 1998; Alaska Stat. § 15.13.070(a); § 15.13.074","No",,,"No",,,"No",,"Limited",500,"Per Year",500,"A candidate, or a group acting on his or her behalf, may not raise campaign funds until January 1 of the year of election and may not accept contributions any later than 45 days after the election.",500,"Per Year",500,,500,"Per Year",500,,,,,,"Limited",1000,"Per Year",1000,"A candidate, or a group acting on his or her behalf, may not raise campaign funds until January 1 of the year of election and may not accept contributions any later than 45 days after the election.",1000,"Per Year",1000,,1000,"Per Year",1000,,,,,,"No",,,,,,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"Limited",10000,"Per Year",10000,"A candidate, or a group acting on his or her behalf, may not raise campaign funds until January 1 of the year of election and may not accept contributions any later than 45 days after the election.",15000,"Per Year",15000,,100000,"Per Year",100000,,"Limited","10000","Per Year","10000","A candidate, or a group acting on his or her behalf, may not raise campaign funds until January 1 of the year of election and may not accept contributions any later than 45 days after the election.","15000","Per Year","15000",,"100000","Per Year","100000",,"Limited",500,"Per Year",500,"A candidate, or a group acting on his or her behalf, may not raise campaign funds until January 1 of the year of election and may not accept contributions any later than 45 days after the election.",500,"Per Year",500,,500,"Per Year",500,,"No",,"No",,,,,,,,,,"Yes","""Lobbyist"" means 	(A)  a person who is employed and receives payments, or who contracts for economic consideration, including reimbursement for reasonable travel and living expenses, to communicate directly or through the person's agents with any public official for the purpose of influencing legislative or administrative action if a substantial or regular portion of the activities for which the person receives consideration is for the purpose of influencing legislative or administrative action; or
	(B)  a person who represents oneself as engaging in the influencing of legislative or administrative action as a business, occupation, or professi.","Yes",,,,,
"AK2000","AK",2000,"48 SLA 1996; am § 2 ch 74 SLA 1998; Alaska Stat. § 15.13.070(a); § 15.13.074","No",,,"No",,,"No",,"Limited",500,"Per Year",500,"A candidate, or a group acting on his or her behalf, may not raise campaign funds until January 1 of the year of election and may not accept contributions any later than 45 days after the election.",500,"Per Year",500,,500,"Per Year",500,,,,,,"Limited",1000,"Per Year",1000,"A candidate, or a group acting on his or her behalf, may not raise campaign funds until January 1 of the year of election and may not accept contributions any later than 45 days after the election.",1000,"Per Year",1000,,1000,"Per Year",1000,,,,,,"No",,,,,,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"Limited",10000,"Per Year",10000,"A candidate, or a group acting on his or her behalf, may not raise campaign funds until January 1 of the year of election and may not accept contributions any later than 45 days after the election.",15000,"Per Year",15000,,100000,"Per Year",100000,,"Limited","10000","Per Year","10000","A candidate, or a group acting on his or her behalf, may not raise campaign funds until January 1 of the year of election and may not accept contributions any later than 45 days after the election.","15000","Per Year","15000",,"100000","Per Year","100000",,"Limited",500,"Per Year",500,"A candidate, or a group acting on his or her behalf, may not raise campaign funds until January 1 of the year of election and may not accept contributions any later than 45 days after the election.",500,"Per Year",500,,500,"Per Year",500,,"No",,"No",,,,,,,,,,"Yes","""Lobbyist"" means 	(A)  a person who is employed and receives payments, or who contracts for economic consideration, including reimbursement for reasonable travel and living expenses, to communicate directly or through the person's agents with any public official for the purpose of influencing legislative or administrative action if a substantial or regular portion of the activities for which the person receives consideration is for the purpose of influencing legislative or administrative action; or
	(B)  a person who represents oneself as engaging in the influencing of legislative or administrative action as a business, occupation, or professi.","Yes",,,,,
"AK2002","AK",2002,"am §§ 9 -- 11 ch 1 SLA 2002; am § 2 ch 3 SLA 2002; Alaska Stat. § 15.13.070(a); § 15.13.074","No",,,"No",,,"No",,"Limited",500,"Per Year",1000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",500,"Per Year",1000,,500,"Per Year",1000,,,,,,"Limited",1000,"Per Year",2000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",1000,"Per Year",2000,,1000,"Per Year",2000,,,,,,"No",,,,,,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"Limited",10000,"Per Year",10000,"A candidate, or a group acting on his behalf may not raise campaign funds until January 1 of the year of election and may not accept contributions any later than 45 days after the election.",15000,"Per Year",15000,,100000,"Per Year",100000,,"Limited","10000","Per Year","20000","A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.","15000","Per Year","30000",,"100000","Per Year","200000",,"Limited",500,"Per Year",1000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",500,"Per Year",1000,,500,"Per Year",1000,,"No",,"No",,,,,,,,,,"Yes","""Lobbyist"" means 	(A)  a person who is employed and receives payments, or who contracts for economic consideration, including reimbursement for reasonable travel and living expenses, to communicate directly or through the person's agents with any public official for the purpose of influencing legislative or administrative action if a substantial or regular portion of the activities for which the person receives consideration is for the purpose of influencing legislative or administrative action; or
	(B)  a person who represents oneself as engaging in the influencing of legislative or administrative action as a business, occupation, or professi.","Yes",,,,,
"AK2004","AK",2004,"am §§ 8 -- 10 ch 108 SLA 2003; Alaska Stat. § 15.13.070; § 15.13.074","No",,,"No",,,"No",,"Limited",1000,"Per Year",2000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",1000,"Per Year",2000,,1000,"Per Year",2000,,,,,,"Limited",2000,"Per Year",4000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",2000,"Per Year",4000,,2000,"Per Year",4000,,,,,,"No",,,,,,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"Limited",10000,"Per Year",10000,"A candidate, or a group acting on his behalf may not raise campaign funds until January 1 of the year of election and may not accept contributions any later than 45 days after the election.",15000,"Per Year",15000,,100000,"Per Year",100000,,"Limited","10000","Per Year","20000","A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.","15000","Per Year","30000",,"100000","Per Year","200000",,"Limited",1000,"Per Year",2000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",1000,"Per Year",2000,,1000,"Per Year",2000,,"No",,"No",,,,,,,,,,"Yes","""Lobbyist"" means 	(A)  a person who is employed and receives payments, or who contracts for economic consideration, including reimbursement for reasonable travel and living expenses, to communicate directly or through the person's agents with any public official for the purpose of influencing legislative or administrative action if a substantial or regular portion of the activities for which the person receives consideration is for the purpose of influencing legislative or administrative action; or
	(B)  a person who represents oneself as engaging in the influencing of legislative or administrative action as a business, occupation, or professi.","Yes",,,,,
"AK2006","AK",2006,"am §§ 8 -- 10 ch 108 SLA 2003; Alaska Stat. § 15.13.070; § 15.13.074","No",,,"No",,,"No",,"Limited",1000,"Per Year",2000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",1000,"Per Year",2000,,1000,"Per Year",2000,,,,,,"Limited",2000,"Per Year",4000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",2000,"Per Year",4000,,2000,"Per Year",4000,,,,,,"No",,,,,,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"Limited",10000,"Per Year",10000,"A candidate, or a group acting on his behalf may not raise campaign funds until January 1 of the year of election and may not accept contributions any later than 45 days after the election.",15000,"Per Year",15000,,100000,"Per Year",100000,,"Limited","10000","Per Year","20000","A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.","15000","Per Year","30000",,"100000","Per Year","200000",,"Limited",1000,"Per Year",2000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",1000,"Per Year",2000,,1000,"Per Year",2000,,"No",,"No",,,,,,,,,,"Yes","""Lobbyist"" means 	(A)  a person who is employed and receives payments, or who contracts for economic consideration, including reimbursement for reasonable travel and living expenses, to communicate directly or through the person's agents with any public official for the purpose of influencing legislative or administrative action if a substantial or regular portion of the activities for which the person receives consideration is for the purpose of influencing legislative or administrative action; or
	(B)  a person who represents oneself as engaging in the influencing of legislative or administrative action as a business, occupation, or professi.","Yes",,,,,
"AK2008","AK",2008,"am §§ 8 -- 10 ch 108 SLA 2003; Alaska Stat. § 15.13.070; § 15.13.074","No",,,"No",,,"No",,"Limited",500,"Per Year",1000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",500,"Per Year",1000,,500,"Per Year",1000,,,,,,"Limited",1000,"Per Year",2000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",1000,"Per Year",2000,,1000,"Per Year",2000,,,,,,"No",,,,,,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"Limited",10000,"Per Year",10000,"A candidate, or a group acting on his behalf may not raise campaign funds until January 1 of the year of election and may not accept contributions any later than 45 days after the election.",15000,"Per Year",15000,,100000,"Per Year",100000,,"Limited","10000","Per Year","20000","A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.","15000","Per Year","30000",,"100000","Per Year","200000",,"Limited",1000,"Per Year",2000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",1000,"Per Year",2000,,1000,"Per Year",2000,,"No",,"No",,,,,,,,,,"Yes","""Lobbyist"" means 	(A)  a person who is employed and receives payments, or who contracts for economic consideration, including reimbursement for reasonable travel and living expenses, to communicate directly or through the person's agents with any public official for the purpose of influencing legislative or administrative action if a substantial or regular portion of the activities for which the person receives consideration is for the purpose of influencing legislative or administrative action; or
	(B)  a person who represents oneself as engaging in the influencing of legislative or administrative action as a business, occupation, or professi.","Yes",,,,,
"AK2010","AK",2010,"am §§ 8 -- 10 ch 108 SLA 2003; Alaska Stat. § 15.13.070; § 15.13.074","No",,,"No",,,"No",,"Limited",500,"Per Year",1000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",500,"Per Year",1000,,500,"Per Year",1000,,,,,,"Limited",1000,"Per Year",2000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",1000,"Per Year",2000,,1000,"Per Year",2000,,,,,,"No",,,,,,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"Limited",10000,"Per Year",10000,"A candidate, or a group acting on his behalf may not raise campaign funds until January 1 of the year of election and may not accept contributions any later than 45 days after the election.",15000,"Per Year",15000,,100000,"Per Year",100000,,"Limited","10000","Per Year","20000","A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.","15000","Per Year","30000",,"100000","Per Year","200000",,"Limited",1000,"Per Year",2000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",1000,"Per Year",2000,,1000,"Per Year",2000,,"No",,"No",,,,,,,,,,"Yes","""Lobbyist"" means 	(A)  a person who is employed and receives payments, or who contracts for economic consideration, including reimbursement for reasonable travel and living expenses, to communicate directly or through the person's agents with any public official for the purpose of influencing legislative or administrative action if a substantial or regular portion of the activities for which the person receives consideration is for the purpose of influencing legislative or administrative action; or
	(B)  a person who represents oneself as engaging in the influencing of legislative or administrative action as a business, occupation, or professi.","Yes",,,,,
"AK2012","AK",2012,"am §§ 8 -- 10 ch 108 SLA 2003; Alaska Stat. § 15.13.070; § 15.13.074","No",,,"No",,,"No",,"Limited",500,"Per Year",1000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",500,"Per Year",1000,,500,"Per Year",1000,,,,,,"Limited",1000,"Per Year",2000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",1000,"Per Year",2000,,1000,"Per Year",2000,,,,,,"No",,,,,,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"Prohibited",,,,,,,,,,,,,"Limited",10000,"Per Year",10000,"A candidate, or a group acting on his behalf may not raise campaign funds until January 1 of the year of election and may not accept contributions any later than 45 days after the election.",15000,"Per Year",15000,,100000,"Per Year",100000,,"Limited","10000","Per Year","20000","A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.","15000","Per Year","30000",,"100000","Per Year","200000",,"Limited",1000,"Per Year",2000,"A person or group may not make a contribution to a candidate before the date that is 18 months before the general election.",1000,"Per Year",2000,,1000,"Per Year",2000,,"No",,"No",,,,,,,,,,"Yes","""Lobbyist"" means 	(A)  a person who is employed and receives payments, or who contracts for economic consideration, including reimbursement for reasonable travel and living expenses, to communicate directly or through the person's agents with any public official for the purpose of influencing legislative or administrative action if a substantial or regular portion of the activities for which the person receives consideration is for the purpose of influencing legislative or administrative action; or
	(B)  a person who represents oneself as engaging in the influencing of legislative or administrative action as a business, occupation, or professi.","Yes",,,,,
"DE1998","DE",1998,"67 Del. Laws, c. 449, § 1; 1998 15 Del. C. § 8010","No",,,"No",,,"No",,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,,,,,"Limited",600,"Per Election Cycle",600,,600,"Per Election Cycle",600,,1200,"Per Election Cycle",1200,,,,,,"No",,,,,,,,,,,,,,,,,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"Limited",3000,"Per Election Cycle",3000,,5000,"Per Election Cycle",5000,,75000,"Per Election Cycle",75000,,"Limited","3000","Per Election Cycle","3000",,"5000","Per Election Cycle","5000",,"75000","Per Election Cycle","75000",,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"No",,"No",,,,,,,,"No","No","No",,"No",,"No",,"No",
"DE2000","DE",2000,"67 Del. Laws, c. 449, § 1; 2000 15 Del. C. § 8010","No",,,"No",,,"No",,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,,,,,"Limited",600,"Per Election Cycle",600,,600,"Per Election Cycle",600,,1200,"Per Election Cycle",1200,,,,,,"No",,,,,,,,,,,,,,,,,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"Limited",3000,"Per Election Cycle",3000,,5000,"Per Election Cycle",5000,,75000,"Per Election Cycle",75000,,"Limited","3000","Per Election Cycle","3000",,"5000","Per Election Cycle","5000",,"75000","Per Election Cycle","75000",,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"No",,"No",,,,,,,,"No","No","No",,"No",,"No",,"No",
"DE2002","DE",2002,"67 Del. Laws, c. 449, § 1; 2002 15 Del. C. § 8010","No",,,"No",,,"No",,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,,,,,"Limited",600,"Per Election Cycle",600,,600,"Per Election Cycle",600,,1200,"Per Election Cycle",1200,,,,,,"No",,,,,,,,,,,,,,,,,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"Limited",3000,"Per Election Cycle",3000,,5000,"Per Election Cycle",5000,,75000,"Per Election Cycle",75000,,"Limited","3000","Per Election Cycle","3000",,"5000","Per Election Cycle","5000",,"75000","Per Election Cycle","75000",,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"No",,"No",,,,,,,,"No","No","No",,"No",,"No",,"No",
"DE2004","DE",2004,"67 Del. Laws, c. 449, § 1; 2004 15 Del. C. § 8010","No",,,"No",,,"No",,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,,,,,"Limited",600,"Per Election Cycle",600,,600,"Per Election Cycle",600,,1200,"Per Election Cycle",1200,,,,,,"No",,,,,,,,,,,,,,,,,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"Limited",3000,"Per Election Cycle",3000,,5000,"Per Election Cycle",5000,,75000,"Per Election Cycle",75000,,"Limited","3000","Per Election Cycle","3000",,"5000","Per Election Cycle","5000",,"75000","Per Election Cycle","75000",,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"No",,"No",,,,,,,,"No","No","No",,"No",,"No",,"No",
"DE2006","DE",2006,"67 Del. Laws, c. 449, § 1; 2006 15 Del. C. § 8010","No",,,"No",,,"No",,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,,,,,"Limited",600,"Per Election Cycle",600,,600,"Per Election Cycle",600,,1200,"Per Election Cycle",1200,,,,,,"No",,,,,,,,,,,,,,,,,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"Limited",3000,"Per Election Cycle",3000,,5000,"Per Election Cycle",5000,,75000,"Per Election Cycle",75000,,"Limited","3000","Per Election Cycle","3000",,"5000","Per Election Cycle","5000",,"75000","Per Election Cycle","75000",,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"No",,"No",,,,,,,,"No","No","No",,"No",,"No",,"No",
"DE2008","DE",2008,"67 Del. Laws, c. 449, § 1; 2008 15 Del. C. § 8010","No",,,"No",,,"No",,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,,,,,"Limited",600,"Per Election Cycle",600,,600,"Per Election Cycle",600,,1200,"Per Election Cycle",1200,,,,,,"No",,,,,,,,,,,,,,,,,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"Limited",3000,"Per Election Cycle",3000,,5000,"Per Election Cycle",5000,,75000,"Per Election Cycle",75000,,,"3000","Per Election Cycle","3000",,"5000","Per Election Cycle","5000",,"75000","Per Election Cycle","75000",,,600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"No",,"No",,,,,,,,"No","No","No",,"No",,"No",,"No",
"DE2010","DE",2010,"67 Del. Laws, c. 449, § 1; 2010 15 Del. C. § 8010","No",,,"No",,,"No",,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,,,,,"Limited",600,"Per Election Cycle",600,,600,"Per Election Cycle",600,,1200,"Per Election Cycle",1200,,,,,,"No",,,,,,,,,,,,,,,,,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"Limited",600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"Limited",3000,"Per Election Cycle",3000,,5000,"Per Election Cycle",5000,,75000,"Per Election Cycle",75000,,"Limited","3000","Per Election Cycle","3000",,"5000","Per Election Cycle","5000",,"75000","Per Election Cycle","75000",,,600,"Per Election",1200,,600,"Per Election",1200,,1200,"Per Election",2400,,"No",,"No",,,,,,,,"No","No","No",,"No",,"No",,"No",
